YB,YB_long,YB_lat,8umphotom,12umphotom,24umphotom,70umphotom,8flag1,12flag1,24flag1,70flag1
ID Number,degree,degree,Jy,Jy,Jy,Jy,Saturated,Saturated,Saturated,Saturated
4589,326.7881814,-0.553463629,,,,,,,,
4590,326.8393465,0.657740093,,,,,,,,
4591,326.8571928,-0.680254916,,,,,,,,
4592,326.8783153,-0.514030995,,,,,,,,
4593,326.8852722,-0.27664886,,,,,,,,
4594,326.9167533,-0.510185534,,,,,,,,
4595,326.9248764,0.290375764,,,,,,,,
4596,326.9314359,0.78221054,,,,,,,,
4597,326.9560266,-0.574921513,,,,,,,,
4598,326.9742398,-0.079721406,,,,,,,,
4599,326.9901146,-0.058592217,,,,,,,,
4600,327.0420882,0.479691876,,,,,,,,
4601,327.0525929,0.036976235,,,,,,,,
4602,327.1060354,0.542396317,,,,,,,,
4603,327.1310307,-0.263772885,,,,,,,,
4604,327.1314757,-0.378931098,,,,,,,,
4605,327.1610696,0.515133757,,,,,,,,
4606,327.1993289,-0.295354502,,,,,,,,
4607,327.2098862,-0.200116006,,,,,,,,
4608,327.2371567,0.449128443,,,,,,,,
4609,327.2624034,-0.499082433,,,,,,,,
4610,327.3025487,-0.074475679,,,,,,,,
4611,327.3236002,0.176029327,,,,,,,,
4612,327.3291391,-0.229112131,,,,,,,,
4613,327.3396483,-0.202484208,,,,,,,,
4614,327.3561359,-0.100821876,,,,,,,,
4615,327.3579627,0.13982033,,,,,,,,
4616,327.3752377,0.268799692,,,,,,,,
4617,327.42706,0.683621872,,,,,,,,
4618,327.4792155,0.06902479,,,,,,,,
4619,327.587564,-0.124345999,,,,,,,,
4620,327.6197251,-0.350221425,,,,,,,,
4621,327.6264691,-0.137421078,,,,,,,,
4622,327.6302707,0.852300651,,,,,,,,
4623,327.6307377,-0.3578862,,,,,,,,
4624,327.6362143,-0.389849633,,,,,,,,
4625,327.6407639,-0.385177978,,,,,,,,
4626,327.6413139,0.857407938,,,,,,,,
4627,327.6536321,0.12580949,,,,,,,,
4628,327.7133283,-0.141269141,,,,,,,,
4629,327.7251864,-0.189279058,,,,,,,,
4630,327.7338829,-0.393664312,,,,,,,,
4631,327.7497338,-0.684091667,,,,,,,,
4632,327.755871,-0.331811599,,,,,,,,
4633,327.7573692,-0.35200467,,,,,,,,
4634,327.7685432,0.930809285,,,,,,,,
4635,327.7812468,0.118950718,,,,,,,,
4636,327.7815015,0.131102377,,,,,,,,
4637,327.782654,-0.656626227,,,,,,,,
4638,327.8076061,-0.62957472,,,,,,,,
4639,327.8101939,-0.633721594,,,,,,,,
4640,327.8195121,-0.661992243,,,,,,,,
4641,327.8225371,0.92195272,,,,,,,,
4642,327.8483656,0.017283336,,,,,,,,
4643,327.8517842,0.189660985,,,,,,,,
4644,327.8568271,0.189071875,,,,,,,,
4645,327.8771603,-0.617768143,,,,,,,,
4646,327.8956067,0.697448692,,,,,,,,
4647,327.8961092,-0.333443721,,,,,,,,
4648,327.9014995,0.152808142,,,,,,,,
4649,327.9075159,-0.15314324,,,,,,,,
4650,327.9152694,-0.515221964,,,,,,,,
4651,327.9465083,-0.032408914,,,,,,,,
4652,327.9490545,-0.370277391,,,,,,,,
4653,327.9704257,-0.715166375,,,,,,,,
4654,327.978778,-0.00084041,,,,,,,,
4655,328.0097427,0.152044076,,,,,,,,
4656,328.0525426,-0.954070858,,,,,,,,
4657,328.0563696,0.300023031,,,,,,,,
4658,328.0587924,0.382024144,,,,,,,,
4659,328.0728173,0.581069927,,,,,,,,
4660,328.0737896,0.588092982,,,,,,,,
4661,328.0865549,-0.524767228,,,,,,,,
4662,328.13685,0.653795758,,,,,,,,
4663,328.1414591,-0.913946287,,,,,,,,
4664,328.1457205,0.295825953,,,,,,,,
4665,328.1467952,0.185505001,,,,,,,,
4666,328.1674469,-0.200574967,,,,,,,,
4667,328.1708304,0.220593269,,,,,,,,
4668,328.1755955,0.351326754,,,,,,,,
4669,328.1763755,0.229497853,,,,,,,,
4670,328.191852,-0.570156365,,,,,,,,
4671,328.1928383,-0.57610229,,,,,,,,
4672,328.1997384,-0.476883882,,,,,,,,
4673,328.2354144,0.998973767,,,,,,,,
4674,328.2356145,0.270123764,,,,,,,,
4675,328.2400637,-0.54522913,,,,,,,,
4676,328.247299,-0.050705679,,,,,,,,
4677,328.2485921,-0.531285917,,,,,,,,
4678,328.3038078,0.425592327,,,,,,,,
4679,328.3071724,0.431410889,,,,,,,,
4680,328.3083954,0.421408596,,,,,,,,
4681,328.3136436,0.362888588,,,,,,,,
4682,328.3148115,0.424559837,,,,,,,,
4683,328.3178033,0.652668112,,,,,,,,
4684,328.3207866,0.384484104,,,,,,,,
4685,328.3315837,-0.036102168,,,,,,,,
4686,328.3753758,-0.258910625,,,,,,,,
4687,328.4239775,-0.089463174,,,,,,,,
4688,328.4778852,0.095136261,,,,,,,,
4689,328.5018314,0.115897361,,,,,,,,
4690,328.524694,-0.093048151,,,,,,,,
4691,328.5536528,0.266789598,,,,,,,,
4692,328.5636002,0.371786262,,,,,,,,
4693,328.5662136,-0.533459007,,,,,,,,
4694,328.5725635,-0.532689711,,,,,,,,
4695,328.5733558,0.576785016,,,,,,,,
4696,328.5760739,-0.143161906,,,,,,,,
4697,328.5766766,-0.52733835,,,,,,,,
4698,328.5789736,0.063314478,,,,,,,,
4699,328.5864207,0.514546598,,,,,,,,
4700,328.5864652,-0.488224792,,,,,,,,
4701,328.5868868,-0.527082531,,,,,,,,
4702,328.5903206,0.095904119,,,,,,,,
4703,328.6436549,-0.099642789,,,,,,,,
4704,328.645408,0.856561708,,,,,,,,
4705,328.6568303,0.133248199,,,,,,,,
4706,328.6572692,0.859112797,,,,,,,,
4707,328.6587649,0.852078018,,,,,,,,
4708,328.6840721,0.313767737,,,,,,,,
4709,328.6976533,-0.883179987,,,,,,,,
4710,328.6988368,0.475092511,,,,,,,,
4711,328.7057081,-0.883809344,,,,,,,,
4712,328.7143694,0.414893924,,,,,,,,
4713,328.7145985,0.002462593,,,,,,,,
4714,328.7430976,0.639699185,,,,,,,,
4715,328.7502167,0.084256538,,,,,,,,
4716,328.7793258,0.460190394,,,,,,,,
4717,328.7995422,0.336215886,,,,,,,,
4718,328.8088932,0.638316585,,,,,,,,
4719,328.8091958,0.340645509,,,,,,,,
4720,328.8183607,-0.001016274,,,,,,,,
4721,328.819777,-0.004227912,,,,,,,,
4722,328.82182,0.057241453,,,,,,,,
4723,328.8235315,-0.078751823,,,,,,,,
4724,328.8269014,0.049303874,,,,,,,,
4725,328.8528526,0.304420205,,,,,,,,
4726,328.8741098,0.523341516,,,,,,,,
4727,328.874561,-0.401425016,,,,,,,,
4728,328.8810674,0.977904562,,,,,,,,
4729,328.8963626,0.228320904,,,,,,,,
4730,328.8984279,-0.896536997,,,,,,,,
4731,328.9043631,-0.555947045,,,,,,,,
4732,328.9333729,0.613978901,,,,,,,,
4733,328.9489319,0.551538584,,,,,,,,
4734,328.9589631,0.56696041,,,,,,,,
4735,328.9603309,0.250656216,,,,,,,,
4736,328.9822481,0.573040044,,,,,,,,
4737,329.0295672,0.505378966,,,,,,,,
4738,329.0738444,0.952637156,,,,,,,,
4739,329.0828351,0.440979555,,,,,,,,
4740,329.0868119,0.287100479,,,,,,,,
4741,329.0934754,-0.303751088,,,,,,,,
4742,329.109221,-0.490749652,,,,,,,,
4743,329.1692281,0.210210615,,,,,,,,
4744,329.233256,-0.275228819,,,,,,,,
4745,329.2712447,0.114526012,,,,,,,,
4746,329.2949864,-0.388384975,,,,,,,,
4747,329.3354388,0.362399031,,,,,,,,
4748,329.3373144,0.14626821,,,,,,,,
4749,329.3731469,0.509766697,,,,,,,,
4750,329.3894236,-0.473620153,,,,,,,,
4751,329.3946523,-0.450416719,,,,,,,,
4752,329.4039671,0.364551019,,,,,,,,
4753,329.404705,-0.456750592,,,,,,,,
4754,329.4206868,-0.163189616,,,,,,,,
4755,329.4233751,-0.15628842,,,,,,,,
4756,329.4567087,0.173116907,,,,,,,,
4757,329.4600895,0.50260755,,,,,,,,
4758,329.4638451,0.504030916,,,,,,,,
4759,329.466906,0.502751978,,,,,,,,
4760,329.468002,0.303457358,,,,,,,,
4761,329.4726713,0.214333009,,,,,,,,
4762,329.4741927,0.225541296,,,,,,,,
4763,329.4768205,0.841717009,,,,,,,,
4764,329.5031237,0.1911118,,,,,,,,
4765,329.5146723,0.085918671,,,,,,,,
4766,329.5210936,0.090868271,,,,,,,,
4767,329.5378474,0.418221285,,,,,,,,
4768,329.5547076,0.702631493,,,,,,,,
4769,329.555572,0.17614574,,,,,,,,
4770,329.5705206,0.350267189,,,,,,,,
4771,329.5728788,0.351871734,,,,,,,,
4772,329.5768496,0.331405536,,,,,,,,
4773,329.5990139,0.056257087,,,,,,,,
4774,329.6064529,-0.520223926,,,,,,,,
4775,329.6632234,0.097373069,,,,,,,,
4776,329.6790338,-0.066856199,,,,,,,,
4777,329.6841299,0.143803538,,,,,,,,
4778,329.6975851,-0.002095888,,,,,,,,
4779,329.7298247,1.004691463,,,,,,,,
4780,329.7733627,-0.497739419,,,,,,,,
4781,329.8209837,0.127870286,,,,,,,,
4782,329.8435544,0.892023392,,,,,,,,
4783,330.0199417,0.922792837,,,,,,,,
4784,330.0394324,-0.05755134,,,,,,,,
4785,330.0863064,0.458141938,,,,,,,,
4786,330.1899664,-0.040534411,,,,,,,,
4787,330.2259967,0.295582449,,,,,,,,
4788,330.2493699,-0.879955211,,,,,,,,
4789,330.2724101,0.608044816,,,,,,,,
4790,330.2833039,0.352693887,,,,,,,,
4791,330.2841829,0.493090304,,,,,,,,
4792,330.2882031,0.314358682,,,,,,,,
4793,330.2923695,-0.396307855,,,,,,,,
4794,330.2945423,0.50284009,,,,,,,,
4795,330.3170723,0.655422916,,,,,,,,
4796,330.3209093,0.950557712,,,,,,,,
4797,330.3473011,-0.238079322,,,,,,,,
4798,330.3951075,0.33635024,,,,,,,,
4799,330.4491787,-0.209711777,,,,,,,,
4800,330.5044196,-0.113403445,,,,,,,,
4801,330.5160078,-0.242899219,,,,,,,,
4802,330.5207436,0.147813177,,,,,,,,
4803,330.5640192,-0.111176428,,,,,,,,
4804,330.5762853,-0.249503359,,,,,,,,
4805,330.5798654,0.024993955,,,,,,,,
4806,330.5805294,-0.304359881,,,,,,,,
4807,330.5877085,0.172135703,,,,,,,,
4808,330.6598947,0.578036413,,,,,,,,
4809,330.6600881,0.363569187,,,,,,,,
4810,330.6660988,-0.287496912,,,,,,,,
4811,330.6762951,-0.405056589,,,,,,,,
4812,330.6940747,0.087582762,,,,,,,,
4813,330.7338675,-0.248796793,,,,,,,,
4814,330.7341955,-0.237932953,,,,,,,,
4815,330.7390555,-0.916243761,,,,,,,,
4816,330.7760119,0.393436856,,,,,,,,
4817,330.8514231,0.201803004,,,,,,,,
4818,330.854151,-0.483217174,,,,,,,,
4819,330.8564475,0.507511028,,,,,,,,
4820,330.8571892,-0.289124562,,,,,,,,
4821,330.8711603,-0.371740312,,,,,,,,
4822,330.8735199,-0.364679597,,,,,,,,
4823,330.8765186,-0.384237638,,,,,,,,
4824,330.8778707,-0.363085497,,,,,,,,
4825,330.8787663,-0.369937373,,,,,,,,
4826,330.8818289,-0.447917662,,,,,,,,
4827,330.8846713,-0.3726546,,,,,,,,
4828,330.8887413,-0.379838678,,,,,,,,
4829,330.9347208,0.197253091,,,,,,,,
4830,330.9382,-0.255240551,,,,,,,,
4831,330.9578022,-0.273956024,,,,,,,,
4832,330.965393,-0.189135241,,,,,,,,
4833,330.9835183,0.322423238,,,,,,,,
4834,331.0058272,-0.113240036,,,,,,,,
4835,331.0265836,0.094292676,,,,,,,,
4836,331.0319056,0.061916318,,,,,,,,
4837,331.034547,0.275178801,,,,,,,,
4838,331.0571368,-0.431330199,,,,,,,,
4839,331.0726017,0.369595584,,,,,,,,
4840,331.0812284,0.378763283,,,,,,,,
4841,331.087526,0.02875925,,,,,,,,
4842,331.0881418,0.015847155,,,,,,,,
4843,331.0892563,0.010958198,,,,,,,,
4844,331.0926925,-0.130474538,,,,,,,,
4845,331.1274755,-0.481401533,,,,,,,,
4846,331.1277977,-0.2434619,,,,,,,,
4847,331.129707,-0.52110297,,,,,,,,
4848,331.134828,-0.525878614,,,,,,,,
4849,331.1456245,0.134982752,,,,,,,,
4850,331.1673247,-0.457104838,,,,,,,,
4851,331.1889237,-0.732937749,,,,,,,,
4852,331.1973527,0.025466283,,,,,,,,
4853,331.2244947,-0.254836986,,,,,,,,
4854,331.2661463,-0.186975363,,,,,,,,
4855,331.2751485,-0.182318887,,,,,,,,
4856,331.2916214,-0.282711424,,,,,,,,
4857,331.3320392,-0.388821001,,,,,,,,
4858,331.3692842,-0.019955615,,,,,,,,
4859,331.3835336,0.002413403,,,,,,,,
4860,331.3862053,-0.359507147,,,,,,,,
4861,331.3873601,0.125968247,,,,,,,,
4862,331.3970675,0.178823482,,,,,,,,
4863,331.4071149,-0.112749075,,,,,,,,
4864,331.4173445,-0.354621431,,,,,,,,
4865,331.4335992,-0.261493217,,,,,,,,
4866,331.4510825,-0.514447144,,,,,,,,
4867,331.4817044,0.305784508,,,,,,,,
4868,331.4991858,-0.4907105,,,,,,,,
4869,331.5086459,0.201287793,,,,,,,,
4870,331.5346451,-0.64513531,,,,,,,,
4871,331.5377927,-0.307981061,,,,,,,,
4872,331.540194,-0.652708204,,,,,,,,
4873,331.5413906,-0.352980683,,,,,,,,
4874,331.5485399,-0.646320326,,,,,,,,
4875,331.5579893,-0.119684668,,,,,,,,
4876,331.5939055,0.306421976,,,,,,,,
4877,331.6033567,-0.108788994,,,,,,,,
4878,331.6211436,0.520186922,,,,,,,,
4879,331.6370559,-0.296486925,,,,,,,,
4880,331.6615763,-0.160733513,,,,,,,,
4881,331.7037719,-0.163706751,,,,,,,,
4882,331.7432374,-0.071564458,,,,,,,,
4883,331.7898973,-0.132417152,,,,,,,,
4884,331.7906126,0.120720712,,,,,,,,
4885,331.8570183,-0.122190016,,,,,,,,
4886,331.8612507,0.552901527,,,,,,,,
4887,331.861988,0.058884692,,,,,,,,
4888,331.8660335,-0.119425326,,,,,,,,
4889,331.8672066,0.060412476,,,,,,,,
4890,331.9368122,-0.240943711,,,,,,,,
4891,331.96718,-0.727597092,,,,,,,,
4892,332.0021701,-0.122332347,,,,,,,,
4893,332.0617556,0.508581858,,,,,,,,
4894,332.1425891,0.043564744,,,,,,,,
4895,332.1543799,-0.448797442,,,,,,,,
4896,332.1588323,-0.454512451,,,,,,,,
4897,332.159961,0.256694417,,,,,,,,
4898,332.16483,-0.034994084,,,,,,,,
4899,332.1962379,0.608368057,,,,,,,,
4900,332.2076967,-0.014841957,,,,,,,,
4901,332.2145949,0.452793671,,,,,,,,
4902,332.2256714,0.441100083,,,,,,,,
4903,332.2325053,-0.052981887,,,,,,,,
4904,332.233188,-0.53300833,,,,,,,,
4905,332.2916514,-0.090009204,,,,,,,,
4906,332.2938367,-0.097573639,,,,,,,,
4907,332.300399,-0.093892991,,,,,,,,
4908,332.3143175,0.155530331,,,,,,,,
4909,332.315319,0.082583645,,,,,,,,
4910,332.3212155,-0.562490445,,,,,,,,
4911,332.3345561,0.683924526,,,,,,,,
4912,332.3431883,-0.117016575,,,,,,,,
4913,332.3468506,-0.426303247,,,,,,,,
4914,332.356195,-0.121447284,,,,,,,,
4915,332.3641036,0.592951471,,,,,,,,
4916,332.3825624,0.190991305,,,,,,,,
4917,332.3910812,-0.092893068,,,,,,,,
4918,332.399176,-0.149353474,,,,,,,,
4919,332.4097234,-0.503443366,,,,,,,,
4920,332.4510782,0.076791362,,,,,,,,
4921,332.4622678,0.072984504,,,,,,,,
4922,332.4695969,-0.131142763,,,,,,,,
4923,332.4854851,0.229271037,,,,,,,,
4924,332.4938592,-0.337706675,,,,,,,,
4925,332.5289087,-0.114521644,,,,,,,,
4926,332.5428132,0.879972702,,,,,,,,
4927,332.5434822,-0.127662991,,,,,,,,
4928,332.5552383,-0.60159275,,,,,,,,
4929,332.5845036,-0.562051539,,,,,,,,
4930,332.5892655,0.033749851,,,,,,,,
4931,332.6019804,0.301708698,,,,,,,,
4932,332.6327542,-0.679657345,,,,,,,,
4933,332.63657,-0.768681046,,,,,,,,
4934,332.6445191,-0.601289138,,,,,,,,
4935,332.6697271,-0.331128134,,,,,,,,
4936,332.6842095,0.850923595,,,,,,,,
4937,332.7062218,-0.180302355,,,,,,,,
4938,332.7116752,0.214272855,,,,,,,,
4939,332.7221518,-0.686249692,,,,,,,,
4940,332.7427101,0.682245,,,,,,,,
4941,332.7496398,0.667396847,,,,,,,,
4942,332.7531786,0.673533462,,,,,,,,
4943,332.7674665,-0.307226562,,,,,,,,
4944,332.7676896,-0.006410086,,,,,,,,
4945,332.7982658,-0.595249777,,,,,,,,
4946,332.8038117,0.575944875,,,,,,,,
4947,332.8209784,-0.550761839,,,,,,,,
4948,332.826018,-0.550096317,,,,,,,,
4949,332.8483035,0.447209309,,,,,,,,
4950,332.8493353,0.645275056,,,,,,,,
4951,332.8616607,0.019293051,,,,,,,,
4952,332.8669339,0.162551415,,,,,,,,
4953,332.9298774,-0.109419843,,,,,,,,
4954,332.9592572,-0.681959578,,,,,,,,
4955,332.9667418,-0.683421686,,,,,,,,
4956,332.9879569,0.907390503,,,,,,,,
4957,332.9924627,-0.702877332,,,,,,,,
4958,333.003127,-0.287285851,,,,,,,,
4959,333.0158572,0.740161271,,,,,,,,
4960,333.0161384,0.761816947,,,,,,,,
4961,333.0273966,-0.06001312,,,,,,,,
4962,333.0296752,-0.063862759,,,,,,,,
4963,333.0508853,0.033489712,,,,,,,,
4964,333.0795211,-0.41433324,,,,,,,,
4965,333.0920548,-0.35334753,,,,,,,,
4966,333.1253999,-0.024974359,,,,,,,,
4967,333.131386,-0.426484759,,,,,,,,
4968,333.16337,-0.098115486,,,,,,,,
4969,333.1761957,0.021105056,,,,,,,,
4970,333.1963177,-0.433437383,,,,,,,,
4971,333.1975,-0.308861323,,,,,,,,
4972,333.2012217,-0.065983563,,,,,,,,
4973,333.2032491,0.198918418,,,,,,,,
4974,333.2114077,-0.248766877,,,,,,,,
4975,333.212303,-0.105189641,,,,,,,,
4976,333.2281673,-0.094630897,,,,,,,,
4977,333.258675,-0.030035187,,,,,,,,
4978,333.2824817,-0.710029984,,,,,,,,
4979,333.304569,-0.378986033,,,,,,,,
4980,333.3228001,0.708437399,,,,,,,,
4981,333.3233115,-0.362995942,,,,,,,,
4982,333.3258718,-0.3558398,,,,,,,,
4983,333.3399967,-0.127617923,,,,,,,,
4984,333.3526698,0.623296724,,,,,,,,
4985,333.3742853,-0.201782344,,,,,,,,
4986,333.3753199,-0.747882583,,,,,,,,
4987,333.4067368,0.045562385,,,,,,,,
4988,333.4546423,0.351404455,,,,,,,,
4989,333.4650541,-0.159953816,,,,,,,,
4990,333.4652411,0.182374766,,,,,,,,
4991,333.4785152,0.172931805,,,,,,,,
4992,333.4872587,0.082322791,,,,,,,,
4993,333.4946424,0.141243212,,,,,,,,
4994,333.4959288,0.136819053,,,,,,,,
4995,333.5174525,0.180953357,,,,,,,,
4996,333.569735,-0.317431669,,,,,,,,
4997,333.5745254,0.098398546,,,,,,,,
4998,333.5803732,0.082307304,,,,,,,,
4999,333.5814017,-0.325722014,,,,,,,,
5000,333.5862539,0.072136221,,,,,,,,
5001,333.5891051,-0.327975027,,,,,,,,
5002,333.601443,-0.006490836,,,,,,,,
5003,333.6253586,0.049847524,,,,,,,,
5004,333.6327885,0.051775159,,,,,,,,
5005,333.6788193,-0.435292396,,,,,,,,
5006,333.6974422,-0.502816207,,,,,,,,
5007,333.7042133,-0.106271155,,,,,,,,
5008,333.711009,-0.387706168,,,,,,,,
5009,333.7139439,0.04919432,,,,,,,,
5010,333.717557,0.052538212,,,,,,,,
5011,333.7233952,-0.028832291,,,,,,,,
5012,333.7258213,0.366998062,,,,,,,,
5013,333.7283016,0.372904521,,,,,,,,
5014,333.733764,-0.427200751,,,,,,,,
5015,333.7588647,0.362688368,,,,,,,,
5016,333.8140561,0.148744625,,,,,,,,
5017,333.8265331,-0.131356598,,,,,,,,
5018,333.9294682,0.686336227,,,,,,,,
5019,333.95882,-0.615582394,,,,,,,,
5020,333.9605496,0.069703388,,,,,,,,
5021,333.9634349,-0.248640726,,,,,,,,
5022,333.9640106,0.067161801,,,,,,,,
5023,333.9677205,0.067031501,,,,,,,,
5024,334.0142591,-0.446018319,,,,,,,,
5025,334.0205529,0.249091437,,,,,,,,
5026,334.0246633,-0.050096529,,,,,,,,
5027,334.04796,0.150683313,,,,,,,,
5028,334.0493009,0.350913303,,,,,,,,
5029,334.0968204,0.184457802,,,,,,,,
5030,334.1110015,0.379271291,,,,,,,,
5031,334.1267005,-0.236000672,,,,,,,,
5032,334.158943,-0.061448059,,,,,,,,
5033,334.159452,0.666504538,,,,,,,,
5034,334.1726123,-0.226777049,,,,,,,,
5035,334.1877099,-0.066251901,,,,,,,,
5036,334.2115588,-0.104015118,,,,,,,,
5037,334.2154395,-0.292903518,,,,,,,,
5038,334.2241644,-0.141359579,,,,,,,,
5039,334.2439445,-0.107174165,,,,,,,,
5040,334.2720584,-0.17982195,,,,,,,,
5041,334.2986133,0.372348486,,,,,,,,
5042,334.3073366,-0.080503905,,,,,,,,
5043,334.3276787,-0.289909395,,,,,,,,
5044,334.3313177,0.965259697,,,,,,,,
5045,334.3407798,0.042954305,,,,,,,,
5046,334.3426337,0.048417405,,,,,,,,
5047,334.3448339,0.053085757,,,,,,,,
5048,334.3528777,-0.659443554,,,,,,,,
5049,334.3848478,-0.292086101,,,,,,,,
5050,334.4039553,-0.52360779,,,,,,,,
5051,334.41866,-0.21988332,,,,,,,,
5052,334.4269785,0.332794984,,,,,,,,
5053,334.4400208,-0.574936646,,,,,,,,
5054,334.4482432,-0.731243299,,,,,,,,
5055,334.5230372,-0.047577217,,,,,,,,
5056,334.5346352,-0.134985124,,,,,,,,
5057,334.536255,0.960364003,,,,,,,,
5058,334.5393827,-0.568002997,,,,,,,,
5059,334.6020811,0.01066929,,,,,,,,
5060,334.6115877,0.369189951,,,,,,,,
5061,334.6181539,-0.179271969,,,,,,,,
5062,334.657339,-0.284357222,,,,,,,,
5063,334.6596986,-0.708810326,,,,,,,,
5064,334.6630312,-0.135828595,,,,,,,,
5065,334.6855688,-0.038391092,,,,,,,,
5066,334.6936263,-0.138064127,,,,,,,,
5067,334.7029974,-0.126249343,,,,,,,,
5068,334.7214057,-0.136736505,,,,,,,,
5069,334.7227442,-0.653202231,,,,,,,,
5070,334.7240835,-0.097628826,,,,,,,,
5071,334.7311571,0.509334273,,,,,,,,
5072,334.7351828,-0.464394903,,,,,,,,
5073,334.7435061,0.344002832,,,,,,,,
5074,334.7547355,-0.28754771,,,,,,,,
5075,334.8081008,0.135133836,,,,,,,,
5076,334.8409251,-0.197317931,,,,,,,,
5077,334.843819,0.210370422,,,,,,,,
5078,334.8511185,0.060067086,,,,,,,,
5079,334.8952223,-0.157580686,,,,,,,,
5080,334.97034,-0.050266341,,,,,,,,
5081,334.9758732,-0.046497933,,,,,,,,
5082,335.01479,-0.166719492,,,,,,,,
5083,335.0523842,0.535465726,,,,,,,,
5084,335.1150056,-0.454318426,,,,,,,,
5085,335.1275307,-0.466416755,,,,,,,,
5086,335.1837884,-0.375229476,,,,,,,,
5087,335.1975874,-0.38764228,,,,,,,,
5088,335.2220219,-0.34565515,,,,,,,,
5089,335.274447,-0.235488543,,,,,,,,
5090,335.2884132,-0.159559212,,,,,,,,
5091,335.2903398,-1.022907301,,,,,,,,
5092,335.3285672,0.412259864,,,,,,,,
5093,335.3564651,0.110988748,,,,,,,,
5094,335.3981971,0.039479045,,,,,,,,
5095,335.4263906,0.189772946,,,,,,,,
5096,335.4279127,-0.049976529,,,,,,,,
5097,335.428481,0.669943977,,,,,,,,
5098,335.454991,-0.244377945,,,,,,,,
5099,335.4704395,0.194708499,,,,,,,,
5100,335.5097802,-0.439796713,,,,,,,,
5101,335.577421,-0.207127588,,,,,,,,
5102,335.5962135,0.247145457,,,,,,,,
5103,335.6130321,0.24087004,,,,,,,,
5104,335.6139614,-0.786400446,,,,,,,,
5105,335.625398,0.25206969,,,,,,,,
5106,335.6375868,0.082573472,,,,,,,,
5107,335.6542528,-0.766796982,,,,,,,,
5108,335.6892986,-0.815510364,,,,,,,,
5109,335.7069321,-0.482853945,,,,,,,,
5110,335.7320989,-0.093432728,,,,,,,,
5111,335.7447064,-0.424216735,,,,,,,,
5112,335.7809326,-0.99169317,,,,,,,,
5113,335.7839497,-0.270315944,,,,,,,,
5114,335.792483,0.190974424,,,,,,,,
5115,335.7932622,-0.402773973,,,,,,,,
5116,335.9260024,-0.050885356,,,,,,,,
5117,335.9360194,0.074735678,,,,,,,,
5118,335.9452714,0.030585007,,,,,,,,
5119,335.965805,-0.059977018,,,,,,,,
5120,335.9793974,0.19486868,,,,,,,,
5121,335.9841699,0.088504399,,,,,,,,
5122,336.0011064,-0.368689263,,,,,,,,
5123,336.0125277,-0.36793258,,,,,,,,
5124,336.0228487,-0.819071906,,,,,,,,
5125,336.0246486,-0.313916869,,,,,,,,
5126,336.0514589,-0.173480798,,,,,,,,
5127,336.0579691,-0.161699584,,,,,,,,
5128,336.0605942,0.60022013,,,,,,,,
5129,336.0768451,0.036981057,,,,,,,,
5130,336.1047795,-0.081507079,,,,,,,,
5131,336.1363337,0.009306704,,,,,,,,
5132,336.1436295,-0.263096814,,,,,,,,
5133,336.1595355,-0.284197561,,,,,,,,
5134,336.2009441,0.199991761,,,,,,,,
5135,336.2145918,0.151524271,,,,,,,,
5136,336.2468522,-0.13798423,,,,,,,,
5137,336.2650851,-0.529636991,,,,,,,,
5138,336.2956134,-0.914316987,,,,,,,,
5139,336.3342179,0.033149392,,,,,,,,
5140,336.3346279,0.245394616,,,,,,,,
5141,336.360466,-0.137993505,,,,,,,,
5142,336.3659882,-0.004663199,,,,,,,,
5143,336.3684574,-0.001133683,,,,,,,,
5144,336.4097202,-0.256919045,,,,,,,,
5145,336.4117155,-0.07826978,,,,,,,,
5146,336.4144629,-0.080737207,,,,,,,,
5147,336.4197162,-0.978378075,,,,,,,,
5148,336.427693,-0.071637351,,,,,,,,
5149,336.4406078,-0.259722992,,,,,,,,
5150,336.4413719,-0.252702129,,,,,,,,
5151,336.4965289,-0.26979129,,,,,,,,
5152,336.4968542,-0.259422178,,,,,,,,
5153,336.5133314,-0.33174512,,,,,,,,
5154,336.5383216,-0.180976957,,,,,,,,
5155,336.5422261,-0.189848242,,,,,,,,
5156,336.5486051,-0.208348293,,,,,,,,
5157,336.5653679,-0.08248044,,,,,,,,
5158,336.6540939,-1.076891631,,,,,,,,
5159,336.6883222,0.099512738,,,,,,,,
5160,336.695131,-0.093210346,,,,,,,,
5161,336.7035791,0.020280885,,,,,,,,
5162,336.7716009,0.246980298,,,,,,,,
5163,336.8095469,0.254446372,,,,,,,,
5164,336.815399,0.46063747,,,,,,,,
5165,336.8229631,-0.282020738,,,,,,,,
5166,336.8658963,0.000950108,,,,,,,,
5167,336.8700799,-0.004263928,,,,,,,,
5168,336.8755324,-0.455128499,,,,,,,,
5169,336.8861852,0.048707404,,,,,,,,
5170,336.8880769,0.065050869,,,,,,,,
5171,336.9001393,-0.032113491,,,,,,,,
5172,336.9017146,-0.1510994,,,,,,,,
5173,336.9139032,-0.02443812,,,,,,,,
5174,336.9342146,-0.185156801,,,,,,,,
5175,336.9397652,-0.390831987,,,,,,,,
5176,336.9473015,-0.164775321,,,,,,,,
5177,336.9851885,-0.004804686,,,,,,,,
5178,336.9891138,0.110543377,,,,,,,,
5179,337.0011801,-0.029720472,,,,,,,,
5180,337.0039795,0.322825105,,,,,,,,
5181,337.0450127,0.030381644,,,,,,,,
